index,weight_0,weight_1
0,2090360.0,235090.0
1,2090450.0,235040.0
2,2090500.0,235000.0
3,2090550.0,234980.0
4,2090580.0,234970.0
5,2090590.0,234950.0
6,2090600.0,234860.0
7,2090690.0,234810.0
8,2090740.0,234770.0
9,2090790.0,234750.0
10,2090820.0,234740.0
11,2090830.0,234720.0
12,2090880.0,234680.0
13,2090900.0,234580.0
14,2090990.0,234530.0
15,2091000.0,234320.0
16,2091090.0,234270.0
17,2091140.0,234230.0
18,2091190.0,234210.0
19,2091220.0,234200.0
20,2091230.0,234180.0
21,2091240.0,234090.0
22,2091330.0,234040.0
23,2091380.0,234000.0
24,2091430.0,233980.0
25,2091460.0,233970.0
26,2091470.0,233950.0
27,2091520.0,233910.0
28,2091540.0,233810.0
29,2091630.0,233760.0
30,2091680.0,233720.0
31,2091730.0,233700.0
32,2091760.0,233680.0
33,2091770.0,233670.0
34,2091780.0,233580.0
35,2091870.0,233530.0
36,2091920.0,233490.0
37,2091970.0,233470.0
38,2092000.0,233460.0
39,2092010.0,233440.0
40,2092060.0,233400.0
41,2092110.0,233380.0
42,2092130.0,233310.0
43,2092160.0,233300.0
44,2092170.0,233220.0
45,2092260.0,233170.0
46,2092310.0,233130.0
47,2092360.0,233110.0
48,2092370.0,233080.0
49,2092410.0,232990.0
50,2092500.0,232940.0
51,2092550.0,232900.0
52,2092600.0,232880.0
53,2092630.0,232870.0
54,2092640.0,232850.0
55,2092670.0,232800.0
56,2092700.0,232790.0
57,2092710.0,232710.0
58,2092800.0,232660.0
59,2092850.0,232620.0
60,2092900.0,232600.0
61,2092910.0,232570.0
62,2092950.0,232480.0
63,2093040.0,232430.0
64,2093090.0,232390.0
65,2093140.0,232370.0
66,2093170.0,232360.0
67,2093180.0,232340.0
68,2093230.0,232300.0
69,2093280.0,232280.0
70,2093300.0,232210.0
71,2093330.0,232200.0
72,2093390.0,232160.0
73,2093420.0,232150.0
74,2093440.0,232120.0
75,2093470.0,232070.0
76,2093540.0,231980.0
77,2093630.0,231920.0
78,2093680.0,231890.0
79,2093720.0,231870.0
80,2093760.0,231860.0
81,2093770.0,231830.0
82,2093820.0,231800.0
83,2093840.0,231700.0
84,2093870.0,231690.0
85,2093930.0,231650.0
86,2093960.0,231640.0
87,2093980.0,231610.0
88,2094010.0,231600.0
89,2094030.0,231590.0
90,2094060.0,231570.0
91,2094070.0,231560.0
92,2094080.0,231470.0
93,2094170.0,231420.0
94,2094220.0,231380.0
95,2094270.0,231360.0
96,2094300.0,231350.0
97,2094310.0,231330.0
98,2094360.0,231290.0
99,2094390.0,231280.0
100,2094410.0,231270.0
101,2094440.0,231260.0
102,2094450.0,231240.0
103,2094480.0,231230.0
104,2094500.0,231200.0
105,2094530.0,231190.0
106,2094550.0,231180.0
107,2094580.0,231170.0
108,2094590.0,231150.0
109,2094600.0,231060.0
110,2094690.0,231010.0
111,2094740.0,230970.0
112,2094790.0,230950.0
113,2094820.0,230940.0
114,2094830.0,230920.0
115,2094880.0,230900.0
116,2094910.0,230890.0
117,2094930.0,230860.0
118,2094960.0,230850.0
119,2095010.0,230830.0
120,2095020.0,230810.0
121,2095050.0,230800.0
122,2095100.0,230780.0
123,2095120.0,230770.0
124,2095150.0,230740.0
125,2095210.0,230720.0
126,2095240.0,230690.0
127,2095310.0,230670.0
128,2095340.0,230650.0
129,2095390.0,230630.0
130,2095420.0,230620.0
131,2095430.0,230600.0
132,2095480.0,230580.0
133,2095510.0,230570.0
134,2095530.0,230550.0
135,2095570.0,230540.0
136,2095610.0,230530.0
137,2095620.0,230500.0
138,2095670.0,230480.0
139,2095690.0,230470.0
140,2095710.0,230450.0
141,2095760.0,230430.0
142,2095780.0,230420.0
143,2095810.0,230390.0
144,2095840.0,230380.0
145,2095880.0,230360.0
146,2095900.0,230340.0
147,2095930.0,230330.0
148,2095970.0,230310.0
149,2096000.0,230300.0
