index,weight_0,weight_1
0,181619.0,22649.0
1,181621.0,22643.0
2,181631.0,22639.0
3,181634.0,22634.0
4,181642.0,22631.0
5,181644.0,22630.0
6,181649.0,22628.0
7,181652.0,22627.0
8,181655.0,22622.0
9,181665.0,22598.0
10,181667.0,22592.0
11,181677.0,22588.0
12,181680.0,22583.0
13,181690.0,22579.0
14,181695.0,22577.0
15,181705.0,22573.0
16,181712.0,22562.0
17,181714.0,22556.0
18,181724.0,22552.0
19,181729.0,22550.0
20,181739.0,22546.0
21,181748.0,22544.0
22,181751.0,22542.0
23,181753.0,22540.0
24,181755.0,22534.0
25,181763.0,22533.0
26,181765.0,22530.0
27,181768.0,22525.0
28,181775.0,22519.0
29,181785.0,22515.0
30,181788.0,22510.0
31,181798.0,22506.0
32,181799.0,22489.0
33,181801.0,22483.0
34,181811.0,22479.0
35,181814.0,22474.0
36,181824.0,22470.0
37,181829.0,22468.0
38,181839.0,22464.0
39,181846.0,22453.0
40,181848.0,22447.0
41,181858.0,22443.0
42,181863.0,22441.0
43,181873.0,22437.0
44,181882.0,22435.0
45,181885.0,22433.0
46,181887.0,22432.0
47,181892.0,22431.0
48,181895.0,22429.0
49,181897.0,22424.0
50,181907.0,22416.0
51,181909.0,22410.0
52,181919.0,22406.0
53,181922.0,22401.0
54,181932.0,22397.0
55,181937.0,22395.0
56,181947.0,22391.0
57,181954.0,22380.0
58,181956.0,22374.0
59,181966.0,22370.0
60,181971.0,22368.0
61,181981.0,22364.0
62,181990.0,22362.0
63,181993.0,22360.0
64,181995.0,22359.0
65,182000.0,22358.0
66,182003.0,22356.0
67,182005.0,22351.0
68,182015.0,22347.0
69,182032.0,22345.0
70,182037.0,22344.0
71,182039.0,22339.0
72,182042.0,22337.0
73,182044.0,22336.0
74,182049.0,22335.0
75,182052.0,22333.0
76,182054.0,22332.0
77,182062.0,22331.0
78,182070.0,22328.0
79,182072.0,22327.0
80,182076.0,22325.0
81,182078.0,22324.0
82,182081.0,22322.0
83,182086.0,22321.0
84,182088.0,22320.0
85,182091.0,22318.0
86,182099.0,22317.0
87,182101.0,22316.0
88,182106.0,22315.0
89,182107.0,22314.0
90,182109.0,22313.0
91,182111.0,22312.0
92,182115.0,22310.0
93,182123.0,22309.0
94,182125.0,22306.0
95,182133.0,22305.0
96,182135.0,22304.0
97,182136.0,22303.0
98,182138.0,22302.0
99,182143.0,22301.0
100,182145.0,22300.0
101,182146.0,22298.0
102,182156.0,22294.0
103,182163.0,22288.0
104,182173.0,22284.0
105,182176.0,22279.0
106,182186.0,22275.0
107,182191.0,22273.0
108,182201.0,22269.0
109,182208.0,22258.0
110,182210.0,22252.0
111,182220.0,22248.0
112,182225.0,22246.0
113,182235.0,22242.0
114,182244.0,22240.0
115,182247.0,22238.0
116,182249.0,22237.0
117,182254.0,22236.0
118,182257.0,22234.0
119,182259.0,22229.0
120,182269.0,22225.0
121,182286.0,22223.0
122,182291.0,22222.0
123,182293.0,22217.0
124,182296.0,22215.0
125,182298.0,22214.0
126,182303.0,22213.0
127,182306.0,22211.0
128,182308.0,22210.0
129,182316.0,22209.0
130,182324.0,22206.0
131,182326.0,22205.0
132,182330.0,22203.0
133,182332.0,22202.0
134,182335.0,22200.0
135,182340.0,22199.0
136,182342.0,22198.0
137,182345.0,22196.0
138,182353.0,22195.0
139,182355.0,22194.0
140,182360.0,22193.0
141,182361.0,22192.0
142,182363.0,22191.0
143,182365.0,22190.0
144,182369.0,22188.0
145,182377.0,22187.0
146,182379.0,22184.0
147,182387.0,22183.0
148,182389.0,22182.0
149,182390.0,22181.0
150,182392.0,22180.0
151,182397.0,22179.0
